1630991121.407,29.0
1630993362.443,31.0,52.0
1630993362.57,21.0,49.0
1630993362.824,24.0,23.0
1630993362.963,16.0,41.0
1630993363.127,7.0,36.0
1630993363.156,24.0,54.0
1630993363.356,33.0,1.0
1630993363.578,38.0,38.0
1630993363.647,48.0,51.0
1630993363.66,25.0,58.0
1630993363.901,23.0,6.0
1630993364.02,14.0,21.0
1630993364.299,37.0,15.0
1630993364.397,20.0,14.0
1630993364.553,13.0,9.0
1630993364.844,47.0,42.0
1630993365.13,44.0,0.0
1630993365.27,47.0,6.0
1630993365.557,41.0,57.0
1630993365.684,23.0,5.0
1630993365.79,33.0,42.0
1630993365.966,25.0,5.0
1630993366.204,24.0,20.0
1630993366.298,3.0,54.0
1630993366.585,49.0,11.0
1630993366.818,37.0,38.0
1630993366.974,5.0,47.0
1630993367.015,6.0,23.0
1630993367.293,6.0,29.0
1630993367.314,46.0,2.0
1630993367.421,16.0,43.0
1630993367.449,36.0,31.0
1630993367.683,27.0,0.0
1630993367.748,26.0,49.0
1630993367.924,46.0,54.0
1630993368.17,5.0,28.0
1630993368.35,2.0,45.0
1630993368.408,49.0,38.0
1630993368.49,8.0,27.0
1630993368.502,31.0,43.0
1630993368.539,40.0,14.0
1630993368.613,36.0,39.0
1630993368.621,33.0,27.0
1630993368.666,41.0,51.0
1630993368.731,0.0,8.0
1630993368.846,30.0,59.0
1630993369.08,18.0,41.0
1630993369.326,46.0,56.0
1630993369.555,42.0,53.0
1630993369.674,49.0,19.0
1630993369.883,31.0,56.0
1630993370.12,6.0,53.0
1630993370.174,46.0,48.0
1630993370.419,24.0,53.0
1630993370.473,10.0,28.0
1630993370.563,7.0,9.0
1630993370.858,15.0,20.0
1630993370.977,42.0,26.0
1630993371.202,26.0,16.0
1630993371.239,42.0,9.0
1630993371.464,15.0,15.0
1630993371.476,32.0,48.0
1630993371.677,23.0,20.0
1630993371.784,33.0,26.0
1630993371.948,23.0,55.0
1630993372.116,31.0,53.0
1630993372.365,15.0,47.0
1630993372.538,31.0,34.0
1630993372.648,30.0,38.0
1630993372.812,22.0,19.0
1630993372.886,4.0,54.0
1630993372.919,7.0,38.0
1630993373.07,3.0,6.0
1630993373.246,25.0,20.0
1630993373.398,6.0,44.0
1630993373.644,40.0,46.0
1630993373.894,21.0,13.0
1630993373.926,16.0,36.0
1630993373.951,1.0,34.0
1630993374.172,40.0,57.0
1630993374.262,40.0,35.0
1630993374.41,14.0,18.0
1630993374.582,4.0,17.0
1630993374.844,10.0,40.0
1630993374.869,6.0,43.0
1630993374.967,34.0,50.0
1630993375.176,11.0,45.0
1630993375.373,11.0,2.0
1630993375.418,43.0,47.0
1630993375.705,46.0,43.0
1630993375.811,44.0,4.0
1630993375.885,6.0,37.0
1630993376.176,0.0,20.0
1630993376.45,36.0,32.0
1630993376.561,17.0,39.0
1630993376.839,27.0,22.0
1630993377.089,44.0,36.0
1630993377.188,10.0,45.0
1630993377.339,48.0,21.0
1630993377.56,40.0,13.0
1630993377.585,14.0,44.0
1630993377.798,17.0,8.0
1630993378.064,37.0,29.0
1630993378.24,25.0,45.0
1630993378.47,22.0,33.0
1630993378.65,18.0,12.0
1630993378.83,41.0,39.0
1630993379.002,3.0,57.0
1630993379.17,41.0,26.0
1630993379.433,37.0,15.0
1630993379.58,24.0,40.0
1630993379.67,41.0,50.0
1630993379.707,37.0,33.0
1630993379.941,33.0,59.0
1630993379.949,49.0,29.0
1630993379.981,30.0,5.0
1630993380.006,49.0,56.0
1630993380.191,33.0,2.0
1630993380.367,46.0,7.0
1630993380.571,35.0,50.0
1630993380.58,34.0,26.0
1630993380.653,32.0,28.0
1630993380.739,49.0,15.0
1630993380.944,12.0,22.0
1630993380.977,28.0,16.0
1630993380.985,24.0,3.0
1630993381.096,12.0,29.0
1630993381.276,2.0,46.0
1630993381.448,29.0,21.0
1630993381.616,46.0,42.0
1630993381.67,14.0,58.0
1630993381.854,16.0,51.0
1630993382.141,44.0,0.0
1630993382.259,19.0,25.0
1630993382.288,18.0,52.0
1630993382.448,30.0,51.0
1630993382.497,4.0,17.0
1630993382.595,12.0,58.0
1630993382.677,44.0,15.0
1630993382.87,21.0,12.0
1630993383.14,41.0,1.0
1630993383.325,37.0,34.0
1630993383.423,49.0,35.0
1630993383.464,46.0,59.0
1630993383.648,9.0,46.0
1630993383.738,3.0,38.0
1630993383.988,15.0,20.0
1630993384.074,7.0,2.0
1630993384.197,33.0,45.0
1630993384.369,48.0,8.0
1630993384.652,3.0,40.0
1630993384.832,21.0,59.0
1630993385.115,26.0,35.0
1630993385.209,22.0,28.0
1630993385.279,8.0,22.0
1630993385.414,1.0,4.0
1630993385.508,9.0,40.0
1630993385.586,0.0,31.0
1630993385.693,41.0,14.0
1630993385.709,42.0,25.0
1630993385.791,12.0,40.0
1630993385.947,2.0,29.0
1630993385.955,21.0,18.0
1630993385.963,44.0,8.0
1630993386.254,39.0,36.0
1630993386.41,39.0,28.0
1630993386.635,10.0,33.0
1630993386.831,29.0,30.0
1630993386.987,5.0,2.0
1630993387.135,37.0,28.0
1630993387.163,22.0,55.0
1630993387.385,5.0,36.0
1630993387.626,14.0,33.0
1630993387.737,25.0,32.0
1630993387.79,45.0,20.0
1630993387.946,3.0,52.0
1630993388.183,48.0,43.0
1630993388.417,3.0,45.0
1630993388.618,5.0,56.0
1630993388.753,49.0,27.0
1630993389.036,45.0,34.0
1630993389.138,22.0,20.0
1630993389.236,41.0,51.0
1630993389.322,25.0,29.0
1630993389.503,37.0,17.0
1630993389.761,27.0,32.0
1630993389.79,8.0,19.0
1630993389.933,4.0,7.0
1630993389.974,0.0,30.0
1630993390.023,32.0,25.0
1630993390.048,35.0,11.0
1630993390.31,9.0,33.0
1630993390.424,48.0,34.0
1630993390.588,22.0,45.0
1630993390.781,24.0,50.0
1630993390.846,1.0,56.0
1630993391.039,27.0,46.0
1630993391.068,33.0,22.0
1630993391.084,39.0,42.0
1630993391.375,24.0,15.0
1630993391.625,18.0,38.0
1630993391.789,44.0,28.0
1630993391.969,37.0,38.0
1630993392.203,13.0,25.0
1630993392.354,16.0,35.0
1630993392.362,0.0,12.0
1630993392.514,35.0,33.0
1630993392.706,43.0,32.0
1630993392.907,11.0,17.0
1630993393.01,4.0,57.0
1630993393.116,44.0,57.0
1630993393.362,44.0,12.0
1630993393.427,1.0,29.0
1630993393.579,2.0,33.0
1630993393.747,18.0,42.0
1630993394.001,7.0,50.0
1630993394.235,33.0,57.0
1630993394.468,26.0,47.0
1630993394.714,14.0,9.0
1630993394.722,33.0,23.0
1630993394.927,27.0,27.0
1630993394.997,28.0,57.0
1630993395.103,24.0,9.0
1630993395.361,7.0,58.0
1630993395.419,38.0,34.0
1630993395.435,3.0,46.0
1630993395.714,29.0,6.0
1630993395.992,3.0,40.0
1630993396.045,0.0,16.0
1630993396.246,34.0,30.0
1630993396.345,43.0,52.0
1630993396.582,24.0,42.0
1630993396.853,38.0,55.0
1630993396.861,31.0,24.0
1630993396.971,24.0,24.0
1630993397.23,2.0,20.0
1630993397.287,38.0,25.0
1630993397.377,28.0,26.0
1630993397.447,48.0,54.0
1630993397.48,2.0,58.0
1630993397.525,14.0,29.0
1630993397.537,26.0,5.0
1630993397.553,3.0,53.0
1630993397.565,18.0,57.0
1630993397.844,8.0,52.0
1630993398.139,20.0,12.0
1630993398.348,40.0,20.0
1630993398.623,34.0,36.0
1630993398.799,0.0,12.0
1630993398.987,27.0,43.0
1630993399.11,17.0,12.0
1630993399.302,6.0,31.0
1630993399.499,13.0,13.0
1630993399.659,28.0,26.0
1630993399.807,33.0,22.0
1630993399.876,45.0,59.0
1630993400.151,0.0,39.0
1630993400.392,18.0,57.0
1630993400.446,6.0,24.0
1630993400.651,7.0,49.0
1630993400.925,36.0,46.0
1630993401.068,32.0,1.0
1630993401.179,18.0,29.0
1630993401.24,5.0,26.0
1630993401.495,29.0,52.0
1630993401.503,27.0,48.0
1630993401.699,46.0,30.0
1630993401.933,25.0,35.0
1630993402.064,41.0,19.0
1630993402.17,7.0,16.0
1630993402.301,28.0,56.0
1630993402.31,47.0,45.0
1630993402.371,6.0,19.0
1630993402.469,5.0,9.0
1630993402.605,9.0,2.0
1630993402.703,41.0,15.0
1630993402.748,32.0,38.0
1630993402.769,12.0,11.0
1630993402.891,23.0,53.0
1630993403.035,17.0,32.0
1630993403.174,43.0,44.0
1630993403.211,46.0,41.0
1630993403.473,14.0,13.0
1630993403.559,41.0,59.0
1630993403.567,37.0,28.0
1630993403.74,12.0,37.0
1630993403.764,10.0,46.0
1630993403.838,25.0,0.0
1630993403.994,31.0,2.0
1630993404.047,2.0,19.0
1630993404.211,35.0,25.0
1630993404.288,1.0,30.0
1630993404.326,30.0,42.0
1630993404.346,9.0,18.0
1630993404.522,43.0,20.0
1630993404.78,2.0,22.0
1630993404.964,26.0,29.0
1630993405.227,6.0,42.0
1630993405.251,23.0,29.0
1630993405.313,14.0,30.0
1630993405.53,35.0,18.0
1630993405.6,24.0,47.0
1630993405.718,0.0,52.0
1630993405.817,42.0,46.0
1630993405.833,15.0,23.0
1630993406.005,22.0,33.0
1630993406.062,39.0,47.0
1630993406.103,47.0,2.0
1630993406.366,9.0,39.0
1630993406.567,39.0,56.0
1630993406.722,38.0,13.0
1630993406.763,10.0,40.0
1630993406.865,9.0,46.0
1630993406.886,46.0,24.0
1630993406.947,1.0,30.0
1630993407.132,24.0,38.0
1630993407.369,47.0,17.0
1630993407.427,12.0,7.0
1630993407.648,11.0,29.0
1630993407.865,1.0,28.0
1630993407.877,43.0,49.0
1630993408.131,23.0,18.0
1630993408.263,21.0,28.0
1630993408.541,29.0,12.0
1630993408.717,45.0,1.0
1630993408.906,34.0,4.0
1630993409.09,11.0,37.0
1630993409.164,37.0,59.0
1630993409.34,38.0,31.0
1630993409.537,46.0,53.0
1630993409.795,47.0,34.0
1630993409.819,8.0,36.0
1630993410.008,28.0,49.0
1630993410.102,45.0,27.0
1630993410.356,38.0,5.0
1630993410.467,10.0,52.0
1630993410.61,47.0,11.0
1630993410.831,19.0,10.0
1630993411.036,46.0,18.0
1630993411.171,18.0,5.0
1630993411.425,37.0,39.0
1630993411.692,32.0,13.0
1630993411.884,6.0,45.0
1630993412.032,0.0,12.0
1630993412.126,11.0,8.0
1630993412.302,34.0,16.0
1630993412.47,4.0,50.0
1630993412.482,19.0,20.0
1630993412.741,34.0,50.0
1630993412.781,6.0,53.0
1630993412.937,12.0,25.0
1630993413.052,42.0,26.0
1630993413.24,20.0,46.0
1630993413.503,8.0,26.0
1630993413.654,49.0,39.0
1630993413.9,36.0,7.0
1630993413.953,8.0,31.0
1630993414.068,24.0,44.0
1630993414.224,48.0,15.0
1630993414.379,0.0,46.0
1630993414.441,1.0,32.0
1630993414.707,25.0,5.0
1630993414.953,18.0,6.0
1630993415.092,8.0,32.0
1630993415.211,38.0,0.0
1630993415.313,19.0,12.0
1630993415.539,30.0,36.0
1630993415.834,2.0,53.0
1630993416.042,34.0,39.0
1630993416.325,4.0,5.0
1630993416.358,26.0,46.0
1630993416.583,3.0,35.0
1630993416.809,9.0,59.0
1630993417.03,34.0,16.0
1630993417.198,9.0,27.0
1630993417.497,37.0,52.0
1630993417.775,11.0,32.0
1630993417.878,42.0,28.0
1630993418.152,28.0,33.0
1630993418.361,21.0,42.0
1630993418.624,22.0,19.0
1630993418.665,3.0,32.0
1630993418.747,27.0,40.0
1630993419.013,40.0,14.0
1630993419.308,32.0,20.0
1630993419.369,33.0,24.0
1630993419.623,26.0,19.0
1630993419.791,48.0,1.0
1630993420.053,17.0,46.0
1630993420.295,1.0,50.0
1630993420.439,40.0,30.0
1630993420.492,35.0,47.0
1630993420.545,26.0,57.0
1630993420.697,45.0,58.0
1630993420.766,26.0,41.0
1630993420.987,22.0,11.0
1630993421.204,22.0,50.0
1630993421.389,9.0,56.0
1630993421.512,36.0,53.0
1630993421.643,33.0,25.0
1630993421.848,29.0,13.0
1630993421.999,3.0,58.0
1630993422.077,46.0,51.0
1630993422.192,40.0,47.0
1630993422.204,47.0,49.0
1630993422.467,24.0,28.0
1630993422.536,9.0,21.0
1630993422.585,28.0,20.0
1630993422.815,21.0,49.0
1630993423.106,12.0,29.0
1630993423.4,37.0,2.0
1630993423.564,5.0,56.0
1630993423.683,41.0,1.0
1630993423.937,40.0,47.0
1630993424.195,30.0,31.0
1630993424.228,30.0,10.0
1630993424.281,47.0,12.0
1630993424.38,3.0,26.0
1630993424.494,3.0,26.0
1630993424.503,39.0,45.0
1630993424.597,5.0,30.0
1630993424.642,39.0,26.0
1630993424.838,4.0,4.0
1630993424.859,7.0,7.0
1630993424.974,39.0,10.0
1630993425.072,39.0,13.0
1630993425.363,24.0,7.0
1630993425.617,11.0,20.0
1630993425.875,45.0,42.0
1630993425.916,28.0,0.0
1630993425.953,48.0,1.0
1630993426.006,22.0,39.0
1630993426.068,28.0,39.0
1630993426.309,21.0,33.0
1630993426.317,9.0,49.0
1630993426.396,22.0,21.0
1630993426.563,47.0,37.0
1630993426.572,9.0,46.0
1630993426.723,36.0,26.0
1630993426.948,20.0,2.0
1630993427.223,49.0,20.0
1630993427.489,29.0,58.0
1630993427.743,33.0,40.0
1630993427.87,9.0,35.0
1630993428.014,35.0,57.0
1630993428.21,7.0,56.0
1630993428.28,49.0,21.0
1630993428.53,20.0,34.0
1630993428.714,25.0,46.0
1630993428.952,23.0,57.0
1630993429.058,23.0,48.0
1630993429.169,13.0,21.0
1630993429.325,8.0,13.0
1630993429.341,22.0,6.0
1630993429.398,5.0,45.0
1630993429.628,41.0,35.0
1630993429.677,24.0,34.0
1630993429.939,36.0,24.0
1630993430.21,39.0,24.0
1630993430.402,24.0,46.0
1630993430.468,30.0,11.0
1630993430.701,21.0,36.0
1630993430.927,45.0,58.0
1630993431.07,1.0,26.0
1630993431.176,12.0,40.0
1630993431.472,45.0,38.0
1630993431.672,10.0,3.0
1630993431.848,35.0,35.0
1630993432.049,21.0,11.0
1630993432.234,9.0,26.0
1630993432.246,12.0,47.0
1630993432.364,23.0,29.0
1630993432.516,39.0,29.0
1630993432.524,25.0,43.0
1630993432.586,10.0,23.0
1630993432.59,49.0,5.0
1630993432.696,10.0,8.0
1630993432.758,38.0,17.0
1630993432.791,2.0,59.0
1630993433.024,29.0,6.0
1630993433.18,44.0,13.0
1630993433.196,0.0,13.0
1630993433.368,25.0,43.0
1630993433.606,26.0,26.0
1630993433.643,40.0,0.0
1630993433.819,45.0,11.0
1630993433.925,0.0,33.0
1630993434.061,4.0,51.0
1630993434.335,35.0,52.0
1630993434.417,22.0,9.0
1630993434.54,30.0,42.0
1630993434.802,4.0,44.0
1630993434.823,34.0,1.0
1630993434.937,1.0,12.0
1630993435.04,31.0,35.0
1630993435.249,11.0,49.0
1630993435.286,22.0,48.0
1630993435.343,14.0,22.0
1630993435.642,28.0,10.0
1630993435.867,43.0,25.0
1630993435.958,49.0,34.0
1630993436.085,41.0,4.0
1630993436.216,29.0,13.0
1630993436.498,8.0,36.0
1630993436.507,14.0,49.0
1630993436.597,26.0,39.0
1630993436.838,32.0,27.0
1630993436.916,41.0,54.0
1630993437.002,7.0,50.0
1630993437.211,13.0,15.0
1630993437.437,35.0,3.0
1630993437.58,38.0,14.0
1630993437.744,27.0,12.0
1630993437.83,36.0,45.0
1630993438.014,36.0,36.0
1630993438.289,48.0,17.0
1630993438.498,2.0,44.0
1630993438.633,23.0,50.0
1630993438.87,34.0,31.0
1630993439.022,27.0,42.0
1630993439.112,35.0,31.0
1630993439.387,4.0,53.0
1630993439.559,28.0,10.0
1630993439.792,46.0,8.0
1630993440.05,38.0,48.0
1630993440.116,9.0,2.0
1630993440.169,31.0,4.0
1630993440.239,29.0,27.0
1630993440.497,16.0,39.0
1630993440.546,28.0,43.0
1630993440.612,12.0,23.0
1630993440.64,6.0,41.0
1630993440.903,43.0,5.0
1630993441.148,46.0,55.0
1630993441.234,6.0,38.0
1630993441.447,2.0,34.0
1630993441.644,17.0,42.0
1630993441.669,13.0,40.0
1630993441.812,10.0,3.0
1630993441.951,7.0,56.0
1630993442.099,12.0,47.0
1630993442.164,15.0,21.0
1630993442.222,10.0,21.0
1630993442.23,19.0,16.0
1630993442.336,14.0,25.0
1630993442.615,31.0,2.0
1630993442.623,39.0,19.0
1630993442.635,41.0,49.0
1630993442.799,27.0,49.0
1630993442.935,10.0,15.0
1630993442.971,47.0,21.0
1630993443.033,45.0,12.0
1630993443.262,21.0,16.0
1630993443.389,6.0,21.0
1630993443.623,27.0,50.0
1630993443.877,6.0,9.0
1630993443.881,36.0,49.0
1630993444.155,10.0,48.0
1630993444.356,9.0,48.0
1630993444.364,36.0,39.0
1630993444.536,3.0,56.0
1630993444.61,37.0,1.0
1630993444.655,33.0,4.0
1630993444.819,37.0,43.0
1630993445.11,39.0,37.0
1630993445.212,6.0,22.0
1630993445.495,43.0,55.0
1630993445.581,10.0,56.0
1630993445.733,14.0,4.0
1630993445.802,9.0,42.0
1630993446.052,44.0,4.0
1630993446.294,33.0,54.0
1630993446.47,4.0,46.0
1630993446.659,28.0,6.0
1630993446.786,12.0,0.0
1630993446.904,11.0,13.0
1630993447.138,17.0,16.0
1630993447.191,3.0,59.0
1630993447.216,44.0,44.0
1630993447.359,39.0,26.0
1630993447.421,40.0,41.0
1630993447.605,40.0,59.0
1630993447.625,12.0,24.0
1630993447.65,9.0,12.0
1630993447.867,4.0,56.0
1630993448.015,31.0,9.0
1630993448.289,34.0,57.0
1630993448.42,9.0,52.0
1630993448.482,34.0,55.0
1630993448.633,35.0,34.0
1630993448.773,6.0,51.0
1630993448.912,14.0,25.0
1630993449.06,21.0,55.0
1630993449.174,31.0,16.0
1630993449.33,42.0,13.0
1630993449.473,34.0,57.0
1630993449.645,5.0,11.0
1630993449.883,22.0,22.0
1630993449.965,42.0,40.0
1630993450.211,28.0,31.0
1630993450.493,7.0,45.0
1630993450.702,1.0,12.0
1630993450.776,49.0,23.0
1630993451.071,16.0,17.0
1630993451.317,4.0,24.0
1630993451.468,14.0,51.0
1630993451.472,36.0,19.0
1630993451.612,0.0,0.0
1630993451.784,20.0,50.0
1630993452.042,11.0,10.0
1630993452.198,23.0,24.0
1630993452.386,29.0,35.0
1630993452.468,27.0,43.0
1630993452.488,34.0,40.0
1630993452.554,22.0,24.0
1630993452.628,15.0,19.0
1630993452.857,30.0,27.0
1630993453.038,25.0,47.0
1630993453.095,26.0,3.0
1630993453.107,42.0,59.0
1630993453.365,41.0,15.0
1630993453.578,7.0,10.0
1630993453.767,15.0,23.0
1630993453.836,8.0,15.0
1630993453.898,6.0,27.0
1630993453.976,49.0,14.0
1630993454.242,11.0,3.0
1630993454.43,48.0,3.0
1630993454.504,46.0,11.0
1630993454.525,15.0,5.0
1630993454.603,23.0,39.0
1630993454.635,4.0,36.0
1630993454.857,16.0,38.0
1630993455.094,26.0,9.0
1630993455.18,45.0,10.0
1630993455.291,39.0,13.0
1630993455.303,26.0,37.0
1630993455.422,17.0,42.0
1630993455.487,16.0,21.0
1630993455.75,14.0,19.0
1630993455.758,46.0,36.0
1630993455.844,9.0,29.0
1630993455.926,6.0,31.0
1630993455.959,40.0,17.0
1630993456.02,0.0,53.0
1630993456.069,25.0,29.0
1630993456.176,24.0,7.0
1630993456.188,28.0,31.0
1630993456.348,2.0,31.0
1630993456.487,19.0,13.0
1630993456.655,5.0,55.0
1630993456.758,35.0,52.0
1630993456.856,27.0,56.0
1630993457.081,49.0,59.0
1630993457.126,28.0,29.0
1630993457.306,39.0,16.0
1630993457.409,23.0,51.0
1630993457.675,0.0,57.0
1630993457.876,16.0,38.0
1630993458.007,4.0,3.0
1630993458.187,40.0,46.0
1630993458.364,36.0,28.0
1630993458.642,42.0,40.0
1630993458.884,3.0,48.0
1630993459.048,10.0,20.0
1630993459.207,0.0,43.0
1630993459.335,40.0,25.0
1630993459.449,36.0,16.0
1630993459.605,15.0,6.0
1630993459.662,15.0,36.0
1630993459.724,31.0,8.0
1630993459.953,47.0,47.0
1630993460.023,24.0,35.0
1630993460.289,12.0,31.0
1630993460.457,15.0,6.0
1630993460.469,49.0,27.0
1630993460.6,47.0,35.0
1630993460.736,44.0,23.0
1630993460.748,43.0,33.0
1630993460.834,33.0,21.0
1630993461.055,25.0,13.0
1630993461.137,38.0,16.0
1630993461.178,27.0,47.0
1630993461.19,45.0,5.0
1630993461.203,38.0,6.0
1630993461.404,2.0,20.0
1630993461.666,47.0,20.0
1630993461.702,42.0,43.0
1630993461.879,36.0,12.0
1630993462.128,30.0,5.0
1630993462.366,7.0,50.0
1630993462.542,44.0,18.0
1630993462.686,8.0,50.0
1630993462.94,15.0,17.0
1630993462.997,10.0,50.0
1630993463.198,30.0,43.0
1630993463.28,27.0,58.0
1630993463.378,22.0,31.0
1630993463.456,44.0,44.0
1630993463.55,48.0,55.0
1630993463.829,48.0,35.0
1630993463.956,18.0,54.0
1630993464.169,19.0,16.0
1630993464.243,5.0,10.0
1630993464.366,8.0,7.0
1630993464.554,41.0,52.0
1630993464.566,31.0,14.0
1630993464.788,45.0,59.0
1630993464.927,22.0,38.0
1630993465.193,22.0,0.0
1630993465.263,15.0,40.0
1630993465.394,6.0,26.0
1630993465.402,26.0,28.0
1630993465.607,9.0,19.0
1630993465.734,44.0,48.0
1630993465.881,1.0,9.0
1630993465.922,7.0,18.0
1630993466.189,17.0,24.0
1630993466.254,36.0,50.0
1630993466.459,45.0,51.0
1630993466.529,47.0,45.0
1630993466.582,5.0,43.0
1630993466.815,32.0,36.0
1630993466.901,15.0,11.0
1630993466.914,2.0,55.0
1630993467.127,18.0,42.0
1630993467.25,46.0,4.0
1630993467.455,1.0,13.0
1630993467.557,11.0,1.0
1630993467.606,17.0,20.0
1630993467.877,29.0,24.0
1630993467.971,37.0,19.0
1630993468.09,38.0,33.0
1630993468.217,25.0,42.0
1630993468.426,11.0,40.0
1630993468.434,4.0,45.0
1630993468.491,28.0,55.0
1630993468.569,42.0,46.0
1630993468.688,0.0,4.0
1630993468.741,21.0,24.0
1630993468.852,38.0,50.0
1630993468.86,48.0,45.0
1630993468.872,39.0,2.0
1630993468.884,41.0,17.0
1630993469.04,41.0,5.0
1630993469.278,38.0,45.0
1630993469.314,0.0,55.0
1630993469.507,42.0,58.0
1630993469.532,28.0,8.0
1630993469.814,31.0,24.0
1630993469.827,33.0,47.0
1630993469.831,1.0,15.0
1630993470.105,11.0,55.0
1630993470.146,18.0,5.0
1630993470.38,22.0,12.0
1630993470.494,24.0,57.0
1630993470.576,1.0,18.0
1630993470.757,41.0,13.0
1630993470.953,45.0,56.0
1630993471.027,16.0,4.0
1630993471.31,30.0,15.0
1630993471.572,4.0,38.0
1630993471.777,30.0,18.0
1630993471.838,29.0,52.0
1630993471.924,46.0,35.0
1630993471.973,29.0,56.0
1630993472.264,9.0,17.0
1630993472.436,34.0,33.0
1630993472.539,46.0,30.0
1630993472.707,19.0,35.0
1630993472.711,44.0,39.0
1630993472.961,47.0,55.0
1630993473.01,46.0,39.0
1630993473.051,22.0,6.0
1630993473.157,13.0,56.0
1630993473.28,12.0,44.0
1630993473.493,18.0,11.0
1630993473.674,31.0,1.0
1630993473.928,2.0,26.0
1630993474.055,15.0,37.0
1630993474.313,20.0,23.0
1630993474.399,45.0,27.0
1630993474.69,44.0,56.0
1630993474.944,27.0,9.0
1630993475.12,21.0,36.0
1630993475.357,27.0,54.0
1630993475.624,42.0,46.0
1630993475.779,16.0,27.0
1630993475.96,30.0,12.0
1630993476.041,41.0,17.0
1630993476.214,17.0,56.0
1630993476.398,34.0,47.0
1630993476.677,0.0,38.0
1630993476.816,7.0,52.0
1630993477.115,35.0,52.0
1630993477.385,24.0,5.0
1630993477.627,35.0,21.0
1630993477.783,41.0,44.0
1630993477.963,49.0,9.0
1630993478.197,42.0,40.0
1630993478.221,38.0,3.0
1630993478.41,0.0,55.0
1630993478.422,36.0,43.0
1630993478.487,21.0,25.0
1630993478.565,12.0,37.0
1630993478.635,15.0,41.0
1630993478.696,18.0,10.0
1630993478.717,19.0,54.0
1630993478.942,4.0,29.0
1630993479.135,49.0,34.0
1630993479.192,0.0,52.0
1630993479.245,11.0,7.0
1630993479.467,47.0,53.0
1630993479.516,32.0,33.0
1630993479.61,9.0,49.0
1630993479.86,16.0,55.0
1630993480.13,4.0,33.0
1630993480.278,13.0,57.0
1630993480.327,19.0,31.0
1630993480.536,13.0,30.0
1630993480.642,0.0,48.0
1630993480.921,6.0,46.0
1630993481.089,14.0,22.0
1630993481.249,6.0,13.0
1630993481.257,25.0,31.0
1630993481.388,49.0,16.0
1630993481.552,25.0,25.0
1630993481.769,34.0,55.0
1630993482.04,45.0,13.0
1630993482.285,27.0,8.0
1630993482.527,15.0,41.0
1630993482.683,11.0,13.0
1630993482.863,22.0,18.0
1630993482.982,23.0,47.0
1630993483.129,22.0,40.0
1630993483.203,15.0,10.0
1630993483.473,11.0,20.0
1630993483.592,30.0,9.0
1630993483.83,39.0,30.0
1630993484.104,49.0,50.0
1630993484.182,38.0,56.0
1630993484.199,30.0,35.0
1630993484.424,33.0,44.0
1630993484.444,32.0,59.0
1630993484.457,31.0,12.0
1630993484.616,10.0,23.0
1630993484.825,30.0,27.0
1630993485.084,17.0,34.0
1630993485.116,5.0,19.0
1630993485.231,5.0,29.0
1630993485.35,11.0,20.0
1630993485.592,39.0,45.0
1630993485.862,47.0,6.0
1630993486.112,21.0,14.0
1630993486.304,13.0,35.0
1630993486.395,49.0,12.0
1630993486.456,32.0,42.0
1630993486.735,9.0,23.0
1630993487.03,14.0,57.0
1630993487.324,13.0,20.0
1630993487.521,13.0,58.0
1630993487.623,43.0,21.0
1630993487.751,31.0,59.0
1630993487.939,11.0,22.0
1630993488.099,9.0,45.0
1630993488.14,38.0,49.0
1630993488.168,46.0,58.0
1630993488.312,14.0,27.0
1630993488.549,4.0,19.0
1630993488.758,40.0,28.0
1630993488.869,46.0,46.0
1630993489.147,27.0,58.0
1630993489.201,31.0,7.0
1630993489.225,39.0,13.0
1630993489.348,45.0,36.0
1630993489.639,18.0,46.0
1630993489.709,45.0,22.0
1630993490.0,8.0,37.0
1630993490.155,6.0,11.0
1630993490.176,29.0,17.0
1630993490.2,29.0,8.0
1630993490.348,19.0,45.0
1630993490.385,37.0,38.0
1630993490.504,9.0,47.0
1630993490.59,44.0,31.0
1630993490.864,45.0,51.0
1630993491.159,21.0,20.0
1630993491.176,49.0,43.0
1630993491.196,15.0,42.0
1630993491.483,6.0,21.0
1630993491.491,10.0,53.0
1630993491.52,13.0,42.0
1630993491.663,44.0,56.0
1630993491.774,28.0,15.0
1630993491.807,37.0,33.0
1630993491.917,29.0,51.0
1630993491.991,25.0,46.0
1630993492.077,14.0,40.0
1630993492.372,33.0,23.0
1630993492.425,33.0,1.0
1630993492.675,1.0,22.0
1630993492.778,10.0,5.0
1630993492.949,27.0,16.0
1630993492.958,14.0,18.0
1630993493.117,2.0,7.0
1630993493.146,46.0,7.0
1630993493.335,28.0,36.0
1630993493.458,21.0,51.0
1630993493.744,42.0,10.0
1630993494.035,1.0,20.0
1630993494.076,17.0,41.0
1630993494.322,16.0,7.0
1630993494.465,0.0,19.0
1630993494.633,28.0,52.0
1630993494.801,48.0,12.0
1630993495.006,45.0,14.0
1630993495.199,12.0,3.0
1630993495.44,47.0,27.0
1630993495.445,39.0,34.0
1630993495.608,4.0,59.0
1630993495.686,5.0,9.0
1630993495.69,19.0,13.0
1630993495.932,12.0,3.0
1630993496.01,13.0,0.0
1630993496.055,30.0,57.0
1630993496.227,16.0,48.0
1630993496.481,37.0,56.0
1630993496.53,24.0,43.0
1630993496.649,15.0,5.0
1630993496.694,36.0,20.0
1630993496.829,13.0,40.0
1630993496.866,40.0,42.0
