1631172601.909,1.0
1631175974.247,39.0,25.0
1631175974.529,1.0,47.0
1631175974.62,18.0,10.0
1631175974.718,38.0,38.0
1631175974.943,46.0,15.0
1631175975.234,37.0,52.0
1631175975.312,0.0,11.0
1631175975.406,25.0,1.0
1631175975.443,42.0,30.0
1631175975.558,21.0,11.0
1631175975.693,33.0,37.0
1631175975.783,11.0,37.0
1631175975.889,47.0,56.0
1631175976.037,14.0,3.0
1631175976.197,4.0,25.0
1631175976.262,42.0,12.0
1631175976.451,36.0,25.0
1631175976.459,2.0,19.0
1631175976.746,40.0,27.0
1631175977.02,16.0,39.0
1631175977.233,20.0,43.0
1631175977.425,26.0,41.0
1631175977.54,28.0,8.0
1631175977.643,46.0,20.0
1631175977.761,40.0,27.0
1631175978.052,42.0,58.0
1631175978.314,23.0,28.0
1631175978.417,13.0,21.0
1631175978.605,49.0,17.0
1631175978.831,41.0,41.0
1631175978.957,12.0,56.0
1631175979.167,4.0,55.0
1631175979.183,13.0,43.0
1631175979.261,7.0,33.0
1631175979.507,32.0,1.0
1631175979.543,40.0,3.0
1631175979.724,32.0,56.0
1631175979.756,44.0,47.0
1631175979.875,6.0,21.0
1631175980.051,25.0,54.0
1631175980.17,38.0,44.0
1631175980.334,29.0,30.0
1631175980.514,1.0,8.0
1631175980.629,23.0,10.0
1631175980.83,35.0,8.0
1631175981.129,36.0,35.0
1631175981.223,25.0,40.0
1631175981.383,38.0,39.0
1631175981.444,10.0,11.0
1631175981.526,27.0,18.0
1631175981.657,49.0,48.0
1631175981.89,21.0,34.0
1631175981.948,24.0,58.0
1631175982.12,36.0,26.0
1631175982.357,47.0,9.0
1631175982.595,31.0,29.0
1631175982.763,8.0,59.0
1631175982.857,17.0,37.0
1631175983.152,47.0,32.0
1631175983.246,30.0,13.0
1631175983.439,23.0,28.0
1631175983.476,21.0,53.0
1631175983.722,46.0,28.0
1631175983.906,11.0,36.0
1631175984.033,44.0,49.0
1631175984.164,36.0,57.0
1631175984.434,26.0,29.0
1631175984.529,18.0,34.0
1631175984.672,26.0,3.0
1631175984.803,5.0,50.0
1631175984.905,30.0,44.0
1631175985.057,6.0,49.0
1631175985.11,41.0,57.0
1631175985.209,32.0,5.0
1631175985.36,28.0,50.0
1631175985.561,20.0,23.0
1631175985.639,11.0,48.0
1631175985.663,36.0,43.0
1631175985.884,4.0,11.0
1631175985.901,28.0,14.0
1631175986.101,45.0,58.0
1631175986.192,17.0,13.0
1631175986.393,44.0,22.0
1631175986.585,37.0,29.0
1631175986.601,8.0,28.0
1631175986.663,27.0,54.0
1631175986.949,19.0,29.0
1631175987.232,39.0,2.0
1631175987.294,21.0,4.0
1631175987.306,5.0,40.0
1631175987.33,3.0,6.0
1631175987.543,17.0,30.0
1631175987.552,24.0,44.0
1631175987.793,32.0,57.0
1631175987.81,47.0,0.0
1631175988.068,11.0,24.0
1631175988.092,12.0,8.0
1631175988.342,40.0,18.0
1631175988.387,29.0,35.0
1631175988.461,21.0,36.0
1631175988.551,15.0,33.0
1631175988.727,28.0,39.0
1631175988.916,19.0,4.0
1631175989.067,0.0,23.0
1631175989.182,37.0,8.0
1631175989.206,47.0,43.0
1631175989.477,36.0,30.0
1631175989.538,48.0,33.0
1631175989.825,11.0,2.0
1631175990.087,39.0,17.0
1631175990.231,40.0,56.0
1631175990.456,20.0,18.0
1631175990.591,10.0,9.0
1631175990.821,11.0,22.0
1631175990.939,9.0,45.0
1631175990.972,18.0,4.0
1631175991.107,44.0,53.0
1631175991.369,37.0,0.0
1631175991.656,34.0,16.0
1631175991.82,36.0,32.0
1631175992.066,46.0,19.0
1631175992.189,24.0,8.0
1631175992.291,47.0,55.0
1631175992.516,32.0,47.0
1631175992.643,45.0,25.0
1631175992.652,41.0,41.0
1631175992.795,22.0,52.0
1631175992.983,13.0,6.0
1631175993.262,37.0,49.0
1631175993.27,34.0,1.0
1631175993.483,31.0,30.0
1631175993.577,41.0,27.0
1631175993.63,26.0,18.0
1631175993.852,26.0,23.0
1631175993.946,2.0,54.0
1631175994.196,23.0,54.0
1631175994.311,20.0,32.0
1631175994.396,12.0,23.0
1631175994.503,24.0,22.0
1631175994.577,12.0,55.0
1631175994.761,31.0,13.0
1631175994.9,1.0,47.0
1631175995.183,49.0,27.0
1631175995.392,9.0,5.0
1631175995.589,49.0,25.0
1631175995.728,36.0,29.0
1631175995.752,12.0,54.0
1631175995.843,44.0,13.0
1631175996.076,23.0,41.0
1631175996.26,26.0,27.0
1631175996.555,31.0,30.0
1631175996.85,5.0,36.0
1631175997.01,30.0,10.0
1631175997.248,30.0,56.0
1631175997.358,21.0,16.0
1631175997.657,14.0,40.0
1631175997.854,5.0,46.0
1631175997.989,40.0,16.0
1631175998.239,45.0,41.0
1631175998.308,2.0,17.0
1631175998.321,12.0,20.0
1631175998.345,17.0,18.0
1631175998.39,4.0,35.0
1631175998.497,18.0,44.0
1631175998.542,9.0,23.0
1631175998.706,21.0,44.0
1631175998.751,19.0,40.0
1631175998.939,5.0,50.0
1631175999.14,8.0,17.0
1631175999.406,40.0,16.0
1631175999.509,43.0,19.0
1631175999.734,33.0,33.0
1631175999.845,12.0,16.0
1631176000.062,1.0,57.0
1631176000.283,15.0,4.0
1631176000.443,34.0,26.0
1631176000.721,40.0,27.0
1631176000.807,47.0,1.0
1631176000.996,42.0,20.0
1631176001.262,12.0,0.0
1631176001.377,7.0,48.0
1631176001.606,18.0,35.0
1631176001.872,24.0,45.0
1631176002.102,11.0,50.0
1631176002.335,38.0,57.0
1631176002.495,6.0,38.0
1631176002.61,15.0,23.0
1631176002.712,37.0,23.0
1631176002.831,36.0,13.0
1631176003.122,18.0,32.0
1631176003.199,0.0,43.0
1631176003.245,21.0,9.0
1631176003.523,32.0,5.0
1631176003.687,17.0,27.0
1631176003.9,44.0,55.0
1631176003.937,32.0,57.0
1631176004.195,40.0,37.0
1631176004.469,9.0,23.0
1631176004.736,2.0,55.0
1631176005.026,36.0,28.0
1631176005.235,39.0,10.0
1631176005.379,37.0,19.0
1631176005.588,17.0,0.0
1631176005.727,33.0,20.0
1631176005.993,21.0,29.0
1631176006.005,9.0,24.0
1631176006.161,1.0,33.0
1631176006.427,27.0,53.0
1631176006.538,32.0,35.0
1631176006.636,22.0,21.0
1631176006.821,23.0,21.0
1631176007.111,31.0,54.0
1631176007.251,36.0,56.0
1631176007.533,34.0,34.0
1631176007.648,12.0,38.0
1631176007.832,17.0,9.0
1631176008.119,38.0,10.0
1631176008.402,0.0,23.0
1631176008.439,0.0,16.0
1631176008.66,23.0,19.0
1631176008.844,27.0,21.0
1631176008.971,20.0,26.0
1631176009.184,28.0,39.0
1631176009.295,33.0,21.0
1631176009.504,30.0,21.0
1631176009.627,5.0,1.0
1631176009.84,8.0,54.0
1631176010.102,5.0,42.0
1631176010.241,29.0,30.0
1631176010.441,48.0,56.0
1631176010.458,30.0,29.0
1631176010.614,32.0,51.0
1631176010.896,36.0,0.0
1631176011.052,39.0,8.0
1631176011.314,40.0,54.0
1631176011.413,41.0,1.0
1631176011.708,35.0,27.0
1631176011.761,22.0,29.0
1631176011.953,18.0,38.0
1631176012.08,1.0,14.0
1631176012.379,47.0,38.0
1631176012.674,47.0,32.0
1631176012.773,30.0,13.0
1631176012.945,17.0,48.0
1631176013.231,24.0,57.0
1631176013.457,13.0,52.0
1631176013.461,22.0,2.0
1631176013.633,19.0,6.0
1631176013.78,42.0,55.0
1631176013.887,14.0,16.0
1631176014.133,25.0,37.0
1631176014.346,38.0,45.0
1631176014.472,49.0,50.0
1631176014.694,36.0,13.0
1631176014.706,4.0,37.0
1631176014.804,35.0,21.0
1631176014.874,40.0,54.0
1631176015.066,20.0,31.0
1631176015.251,22.0,41.0
1631176015.267,39.0,14.0
1631176015.55,32.0,22.0
1631176015.812,6.0,14.0
1631176016.005,34.0,50.0
1631176016.078,13.0,12.0
1631176016.164,1.0,44.0
1631176016.373,34.0,42.0
1631176016.443,33.0,31.0
1631176016.603,19.0,47.0
1631176016.873,21.0,28.0
1631176017.086,38.0,54.0
1631176017.356,17.0,32.0
1631176017.537,12.0,21.0
1631176017.758,22.0,49.0
1631176017.852,10.0,3.0
1631176018.09,36.0,18.0
1631176018.122,16.0,22.0
1631176018.397,43.0,18.0
1631176018.401,17.0,3.0
1631176018.434,28.0,45.0
1631176018.515,33.0,28.0
1631176018.585,13.0,21.0
1631176018.643,9.0,42.0
1631176018.79,17.0,5.0
1631176019.04,41.0,33.0
1631176019.204,23.0,39.0
1631176019.31,22.0,3.0
1631176019.331,45.0,9.0
1631176019.351,24.0,44.0
1631176019.49,35.0,7.0
1631176019.589,28.0,23.0
1631176019.835,5.0,33.0
1631176019.912,18.0,23.0
1631176020.023,14.0,51.0
1631176020.089,41.0,46.0
1631176020.146,37.0,57.0
1631176020.154,1.0,9.0
1631176020.269,36.0,5.0
1631176020.367,9.0,3.0
1631176020.56,15.0,31.0
1631176020.637,22.0,15.0
1631176020.809,29.0,26.0
1631176021.043,36.0,55.0
1631176021.33,29.0,24.0
1631176021.432,45.0,6.0
1631176021.473,5.0,45.0
1631176021.58,9.0,17.0
1631176021.817,19.0,1.0
1631176022.01,2.0,4.0
1631176022.186,42.0,19.0
1631176022.235,37.0,38.0
1631176022.387,28.0,44.0
1631176022.395,30.0,27.0
1631176022.509,36.0,30.0
1631176022.55,45.0,41.0
1631176022.829,6.0,15.0
1631176022.935,16.0,32.0
1631176023.144,4.0,37.0
1631176023.321,39.0,29.0
1631176023.419,7.0,52.0
1631176023.648,5.0,31.0
1631176023.755,31.0,9.0
1631176023.976,15.0,5.0
1631176024.263,37.0,53.0
1631176024.299,16.0,33.0
1631176024.598,24.0,6.0
1631176024.873,29.0,28.0
1631176024.93,33.0,58.0
1631176025.119,8.0,3.0
1631176025.262,8.0,55.0
1631176025.27,4.0,48.0
1631176025.426,28.0,54.0
1631176025.573,21.0,15.0
1631176025.778,8.0,11.0
1631176026.061,32.0,49.0
1631176026.188,18.0,21.0
1631176026.471,16.0,19.0
1631176026.745,45.0,10.0
1631176026.782,41.0,9.0
1631176026.983,30.0,11.0
1631176027.2,4.0,0.0
1631176027.347,49.0,8.0
1631176027.355,16.0,34.0
1631176027.372,31.0,48.0
1631176027.499,31.0,42.0
1631176027.675,45.0,6.0
1631176027.958,16.0,57.0
1631176028.109,27.0,43.0
1631176028.347,5.0,5.0
1631176028.568,4.0,19.0
1631176028.863,14.0,54.0
1631176028.887,46.0,44.0
1631176028.928,35.0,59.0
1631176029.08,2.0,37.0
1631176029.207,34.0,30.0
1631176029.322,25.0,45.0
1631176029.342,8.0,41.0
1631176029.6,41.0,38.0
1631176029.772,4.0,25.0
1631176029.875,31.0,3.0
1631176029.993,36.0,27.0
1631176030.096,6.0,57.0
1631176030.342,14.0,32.0
1631176030.628,28.0,41.0
1631176030.735,27.0,7.0
1631176030.829,36.0,9.0
1631176030.989,46.0,24.0
1631176031.116,8.0,55.0
1631176031.226,36.0,34.0
1631176031.271,26.0,50.0
1631176031.341,28.0,3.0
1631176031.402,12.0,58.0
1631176031.657,8.0,15.0
1631176031.775,1.0,55.0
1631176031.824,9.0,38.0
1631176031.845,44.0,4.0
1631176031.878,18.0,18.0
1631176031.964,26.0,21.0
1631176032.099,38.0,25.0
1631176032.127,6.0,10.0
1631176032.312,49.0,56.0
1631176032.463,26.0,21.0
1631176032.603,48.0,25.0
1631176032.762,19.0,53.0
1631176032.91,36.0,25.0
1631176033.16,21.0,40.0
1631176033.328,4.0,0.0
1631176033.336,15.0,1.0
1631176033.402,5.0,39.0
1631176033.475,46.0,5.0
1631176033.614,28.0,13.0
1631176033.651,40.0,46.0
1631176033.725,2.0,18.0
1631176033.832,40.0,1.0
1631176033.975,13.0,38.0
1631176034.069,40.0,13.0
1631176034.245,35.0,42.0
1631176034.421,5.0,31.0
1631176034.438,12.0,47.0
1631176034.581,46.0,16.0
1631176034.68,36.0,17.0
1631176034.856,0.0,51.0
1631176035.04,35.0,21.0
1631176035.093,1.0,47.0
1631176035.249,14.0,45.0
1631176035.38,30.0,9.0
1631176035.409,7.0,55.0
1631176035.56,26.0,15.0
1631176035.79,45.0,25.0
1631176036.011,2.0,30.0
1631176036.179,0.0,17.0
1631176036.269,27.0,52.0
1631176036.556,39.0,11.0
1631176036.683,8.0,0.0
1631176036.867,43.0,25.0
1631176037.031,14.0,5.0
1631176037.199,17.0,2.0
1631176037.232,4.0,19.0
1631176037.314,37.0,35.0
1631176037.371,21.0,18.0
1631176037.49,2.0,50.0
1631176037.654,25.0,45.0
1631176037.727,10.0,46.0
1631176037.731,33.0,28.0
1631176037.936,39.0,12.0
1631176038.161,7.0,43.0
1631176038.407,39.0,56.0
1631176038.571,34.0,3.0
1631176038.825,34.0,49.0
1631176039.12,27.0,42.0
1631176039.165,12.0,22.0
1631176039.349,37.0,28.0
1631176039.517,26.0,25.0
1631176039.612,23.0,27.0
1631176039.669,20.0,33.0
1631176039.677,15.0,18.0
1631176039.89,26.0,37.0
1631176040.066,0.0,19.0
1631176040.275,23.0,28.0
1631176040.464,41.0,44.0
1631176040.594,35.0,38.0
1631176040.636,25.0,24.0
1631176040.783,23.0,37.0
1631176040.91,38.0,59.0
1631176041.16,39.0,43.0
1631176041.266,11.0,20.0
1631176041.311,43.0,25.0
1631176041.393,17.0,6.0
1631176041.635,17.0,0.0
1631176041.746,29.0,32.0
1631176041.77,21.0,38.0
1631176041.909,36.0,21.0
1631176042.159,30.0,27.0
1631176042.323,6.0,9.0
1631176042.36,32.0,43.0
1631176042.602,27.0,47.0
1631176042.618,11.0,42.0
1631176042.692,48.0,17.0
1631176042.954,48.0,3.0
1631176042.979,28.0,26.0
1631176043.134,47.0,16.0
1631176043.347,4.0,39.0
1631176043.642,47.0,49.0
1631176043.818,19.0,11.0
1631176044.011,5.0,4.0
1631176044.293,21.0,14.0
1631176044.486,33.0,15.0
1631176044.601,24.0,34.0
1631176044.642,19.0,56.0
1631176044.679,26.0,43.0
1631176044.957,28.0,8.0
1631176045.08,26.0,7.0
1631176045.309,33.0,39.0
1631176045.412,19.0,13.0
1631176045.576,45.0,36.0
1631176045.715,48.0,36.0
1631176045.817,44.0,22.0
1631176045.862,46.0,13.0
1631176045.989,0.0,14.0
1631176046.01,8.0,45.0
1631176046.137,12.0,49.0
1631176046.215,40.0,17.0
1631176046.325,6.0,50.0
1631176046.514,24.0,18.0
1631176046.661,29.0,59.0
1631176046.911,15.0,8.0
1631176047.005,39.0,24.0
1631176047.026,24.0,54.0
1631176047.128,18.0,12.0
1631176047.357,49.0,29.0
1631176047.46,3.0,34.0
1631176047.566,27.0,9.0
1631176047.685,33.0,31.0
1631176047.939,5.0,2.0
1631176048.103,1.0,21.0
1631176048.197,25.0,25.0
1631176048.365,15.0,32.0
1631176048.447,46.0,14.0
1631176048.627,2.0,14.0
1631176048.664,44.0,56.0
1631176048.742,33.0,21.0
1631176048.914,16.0,33.0
1631176049.053,10.0,42.0
1631176049.176,42.0,51.0
1631176049.373,42.0,13.0
1631176049.668,22.0,47.0
1631176049.954,44.0,48.0
1631176050.008,31.0,6.0
1631176050.102,6.0,19.0
1631176050.29,3.0,7.0
1631176050.299,0.0,28.0
1631176050.315,49.0,57.0
1631176050.438,20.0,41.0
1631176050.499,1.0,34.0
1631176050.516,1.0,6.0
1631176050.651,12.0,19.0
1631176050.794,38.0,33.0
1631176051.089,7.0,58.0
1631176051.2,4.0,44.0
1631176051.413,12.0,41.0
1631176051.458,1.0,57.0
1631176051.663,38.0,19.0
1631176051.954,1.0,2.0
1631176052.175,26.0,39.0
1631176052.412,40.0,59.0
1631176052.519,18.0,16.0
1631176052.621,43.0,18.0
1631176052.896,12.0,56.0
1631176052.929,21.0,18.0
1631176053.056,42.0,3.0
1631176053.088,13.0,51.0
1631176053.326,0.0,51.0
1631176053.461,16.0,20.0
1631176053.654,19.0,46.0
1631176053.879,29.0,12.0
1631176053.953,18.0,54.0
1631176054.243,26.0,45.0
1631176054.325,19.0,55.0
1631176054.612,33.0,39.0
1631176054.866,7.0,26.0
1631176054.903,30.0,14.0
1631176054.973,49.0,3.0
1631176055.067,11.0,40.0
1631176055.198,26.0,34.0
1631176055.276,28.0,4.0
1631176055.39,2.0,49.0
1631176055.476,2.0,14.0
1631176055.505,2.0,3.0
1631176055.759,21.0,31.0
1631176055.882,11.0,32.0
1631176056.038,32.0,48.0
1631176056.111,45.0,21.0
1631176056.373,38.0,23.0
1631176056.509,39.0,15.0
1631176056.541,45.0,26.0
1631176056.804,39.0,6.0
1631176056.963,2.0,23.0
1631176057.103,13.0,13.0
1631176057.34,18.0,56.0
1631176057.43,31.0,41.0
1631176057.549,41.0,41.0
1631176057.672,34.0,40.0
1631176057.893,2.0,3.0
1631176057.901,15.0,38.0
1631176057.987,43.0,3.0
1631176058.102,5.0,31.0
1631176058.135,35.0,58.0
1631176058.188,31.0,41.0
1631176058.254,33.0,47.0
1631176058.274,43.0,9.0
1631176058.438,39.0,45.0
1631176058.565,13.0,3.0
1631176058.86,36.0,56.0
1631176059.007,23.0,28.0
1631176059.302,49.0,31.0
1631176059.577,37.0,59.0
1631176059.659,30.0,48.0
1631176059.872,24.0,49.0
1631176060.048,14.0,45.0
1631176060.097,36.0,14.0
1631176060.306,30.0,37.0
1631176060.478,24.0,53.0
1631176060.556,36.0,57.0
1631176060.666,26.0,47.0
1631176060.908,31.0,45.0
1631176061.195,35.0,15.0
1631176061.199,5.0,20.0
1631176061.383,6.0,1.0
1631176061.478,30.0,54.0
1631176061.498,25.0,4.0
1631176061.698,13.0,39.0
1631176061.703,46.0,5.0
1631176061.944,37.0,26.0
1631176062.239,24.0,5.0
1631176062.338,26.0,37.0
1631176062.469,47.0,17.0
1631176062.649,32.0,36.0
1631176062.801,15.0,9.0
1631176062.915,19.0,13.0
1631176063.128,25.0,22.0
1631176063.386,39.0,21.0
1631176063.542,25.0,11.0
1631176063.608,15.0,39.0
1631176063.812,43.0,22.0
1631176064.07,9.0,44.0
1631176064.304,5.0,37.0
1631176064.476,45.0,37.0
1631176064.57,48.0,39.0
1631176064.587,30.0,4.0
1631176064.673,6.0,24.0
1631176064.849,11.0,55.0
1631176064.89,36.0,13.0
1631176064.902,33.0,58.0
1631176065.033,22.0,53.0
1631176065.045,27.0,26.0
1631176065.328,11.0,14.0
1631176065.336,19.0,30.0
1631176065.627,15.0,47.0
1631176065.746,45.0,38.0
1631176066.008,35.0,53.0
1631176066.061,48.0,23.0
1631176066.168,44.0,15.0
1631176066.401,44.0,43.0
1631176066.446,12.0,3.0
1631176066.59,28.0,5.0
1631176066.749,4.0,4.0
1631176066.897,31.0,57.0
1631176067.134,27.0,30.0
1631176067.319,37.0,31.0
1631176067.585,4.0,42.0
1631176067.667,0.0,26.0
1631176067.79,30.0,44.0
1631176067.823,42.0,34.0
1631176068.028,17.0,54.0
1631176068.179,24.0,45.0
1631176068.277,47.0,6.0
1631176068.359,33.0,21.0
1631176068.564,3.0,53.0
1631176068.822,37.0,49.0
1631176069.027,44.0,22.0
1631176069.211,24.0,16.0
1631176069.334,4.0,1.0
1631176069.355,28.0,33.0
1631176069.494,16.0,3.0
1631176069.568,44.0,23.0
1631176069.74,37.0,56.0
1631176069.764,18.0,35.0
1631176070.047,6.0,58.0
1631176070.272,16.0,42.0
1631176070.313,47.0,50.0
1631176070.526,35.0,6.0
1631176070.731,24.0,24.0
1631176070.883,16.0,14.0
1631176071.169,35.0,48.0
1631176071.423,13.0,59.0
1631176071.604,17.0,16.0
1631176071.636,41.0,46.0
1631176071.911,26.0,7.0
1631176072.128,41.0,33.0
1631176072.218,43.0,12.0
1631176072.226,34.0,21.0
1631176072.283,16.0,16.0
1631176072.525,7.0,49.0
1631176072.816,27.0,45.0
1631176072.98,30.0,18.0
1631176073.041,42.0,31.0
1631176073.275,5.0,26.0
1631176073.369,11.0,11.0
1631176073.435,30.0,26.0
1631176073.623,17.0,47.0
1631176073.873,16.0,35.0
1631176074.09,29.0,52.0
1631176074.188,4.0,15.0
1631176074.282,42.0,16.0
1631176074.303,31.0,35.0
1631176074.553,22.0,49.0
1631176074.84,28.0,23.0
1631176075.131,4.0,23.0
1631176075.188,1.0,54.0
1631176075.307,27.0,53.0
1631176075.36,46.0,11.0
1631176075.462,35.0,1.0
1631176075.495,6.0,59.0
1631176075.724,7.0,58.0
1631176075.978,20.0,24.0
1631176076.056,49.0,43.0
1631176076.085,19.0,24.0
1631176076.109,38.0,39.0
1631176076.245,29.0,13.0
1631176076.257,0.0,5.0
1631176076.376,25.0,2.0
1631176076.429,38.0,38.0
1631176076.613,19.0,32.0
1631176076.839,40.0,49.0
1631176077.019,42.0,5.0
1631176077.179,34.0,27.0
1631176077.465,7.0,13.0
1631176077.605,6.0,29.0
1631176077.863,29.0,11.0
1631176078.002,32.0,9.0
1631176078.039,25.0,41.0
1631176078.215,45.0,19.0
1631176078.506,42.0,55.0
1631176078.731,11.0,50.0
1631176078.78,42.0,25.0
1631176078.911,3.0,27.0
1631176078.952,37.0,18.0
1631176079.124,1.0,24.0
1631176079.329,27.0,25.0
1631176079.452,30.0,44.0
1631176079.542,33.0,3.0
1631176079.587,45.0,20.0
1631176079.78,29.0,59.0
1631176080.005,48.0,22.0
1631176080.152,1.0,42.0
1631176080.304,16.0,11.0
1631176080.464,36.0,43.0
1631176080.533,36.0,16.0
1631176080.57,8.0,7.0
1631176080.615,8.0,15.0
1631176080.628,14.0,44.0
1631176080.824,11.0,12.0
1631176080.833,40.0,25.0
1631176080.89,40.0,49.0
1631176080.996,8.0,53.0
1631176081.205,0.0,48.0
1631176081.496,19.0,16.0
1631176081.795,33.0,12.0
1631176081.885,0.0,28.0
1631176082.037,34.0,25.0
1631176082.131,22.0,43.0
1631176082.205,35.0,18.0
1631176082.229,29.0,53.0
1631176082.332,40.0,43.0
1631176082.561,19.0,12.0
1631176082.684,9.0,38.0
1631176082.954,40.0,28.0
1631176083.167,0.0,8.0
1631176083.192,8.0,45.0
1631176083.352,4.0,6.0
1631176083.409,49.0,28.0
1631176083.536,14.0,50.0
1631176083.671,39.0,37.0
1631176083.864,3.0,44.0
1631176084.118,8.0,4.0
1631176084.212,35.0,57.0
1631176084.355,6.0,44.0
1631176084.601,22.0,15.0
1631176084.847,13.0,10.0
1631176084.986,17.0,9.0
1631176085.015,24.0,30.0
1631176085.101,35.0,51.0
1631176085.211,9.0,2.0
1631176085.437,33.0,33.0
1631176085.478,39.0,38.0
1631176085.74,46.0,36.0
1631176085.842,9.0,41.0
1631176085.883,6.0,16.0
1631176086.117,10.0,58.0
1631176086.19,25.0,51.0
1631176086.448,30.0,23.0
1631176086.551,32.0,44.0
1631176086.6,23.0,51.0
1631176086.67,9.0,48.0
1631176086.96,14.0,7.0
1631176087.063,46.0,39.0
1631176087.284,3.0,24.0
1631176087.473,35.0,11.0
1631176087.653,35.0,45.0
1631176087.772,48.0,23.0
1631176087.903,38.0,47.0
1631176087.923,7.0,44.0
1631176088.026,22.0,8.0
1631176088.099,4.0,23.0
1631176088.325,26.0,7.0
1631176088.591,3.0,10.0
1631176088.8,19.0,18.0
1631176089.013,18.0,15.0
1631176089.046,28.0,13.0
1631176089.226,23.0,5.0
1631176089.238,42.0,58.0
1631176089.242,12.0,42.0
1631176089.304,39.0,56.0
1631176089.529,6.0,0.0
1631176089.545,42.0,50.0
1631176089.582,18.0,33.0
1631176089.66,41.0,47.0
1631176089.742,40.0,6.0
1631176089.783,45.0,43.0
1631176089.898,27.0,24.0
1631176090.041,31.0,30.0
1631176090.053,28.0,38.0
1631176090.307,20.0,57.0
1631176090.336,43.0,51.0
1631176090.61,2.0,59.0
1631176090.623,26.0,15.0
1631176090.725,28.0,7.0
1631176090.737,6.0,48.0
1631176090.811,13.0,9.0
1631176090.864,38.0,37.0
1631176091.122,3.0,40.0
1631176091.233,3.0,56.0
1631176091.303,18.0,13.0
1631176091.364,1.0,4.0
1631176091.438,18.0,34.0
1631176091.565,3.0,52.0
1631176091.622,28.0,31.0
1631176091.63,11.0,8.0
1631176091.851,2.0,56.0
1631176092.11,38.0,55.0
1631176092.146,39.0,39.0
1631176092.261,9.0,22.0
1631176092.278,7.0,33.0
1631176092.388,22.0,39.0
1631176092.503,41.0,49.0
1631176092.577,43.0,3.0
1631176092.753,33.0,33.0
1631176092.921,15.0,57.0
1631176093.084,26.0,42.0
1631176093.31,36.0,14.0
1631176093.322,17.0,36.0
1631176093.49,2.0,13.0
1631176093.539,25.0,59.0
1631176093.556,47.0,10.0
1631176093.646,19.0,27.0
1631176093.777,36.0,51.0
1631176093.961,37.0,0.0
1631176094.219,16.0,51.0
1631176094.518,37.0,48.0
1631176094.674,0.0,54.0
1631176094.764,42.0,30.0
1631176094.797,31.0,8.0
1631176094.997,22.0,46.0
1631176095.268,27.0,55.0
1631176095.563,21.0,50.0
1631176095.673,8.0,22.0
1631176095.866,3.0,9.0
1631176095.981,2.0,4.0
1631176096.161,9.0,32.0
1631176096.423,31.0,43.0
1631176096.501,39.0,2.0
1631176096.784,14.0,51.0
1631176096.894,17.0,30.0
1631176097.062,4.0,3.0
1631176097.078,49.0,33.0
1631176097.177,18.0,4.0
1631176097.418,16.0,58.0
1631176097.541,19.0,46.0
1631176097.591,0.0,13.0
1631176097.881,2.0,57.0
1631176097.885,18.0,5.0
1631176098.012,14.0,17.0
1631176098.291,37.0,17.0
1631176098.549,1.0,45.0
1631176098.578,2.0,35.0
1631176098.77,17.0,37.0
1631176099.065,30.0,47.0
1631176099.311,15.0,29.0
1631176099.372,37.0,55.0
1631176099.434,1.0,16.0
1631176099.45,34.0,32.0
1631176099.532,7.0,43.0
1631176099.794,9.0,20.0
1631176100.048,45.0,50.0
1631176100.069,11.0,35.0
1631176100.29,45.0,13.0
1631176100.532,42.0,5.0
1631176100.765,13.0,4.0
1631176100.863,7.0,59.0
1631176100.97,33.0,8.0
1631176101.117,23.0,44.0
1631176101.232,42.0,13.0
1631176101.449,48.0,0.0
1631176101.699,42.0,13.0
1631176101.781,21.0,21.0
1631176101.924,6.0,25.0
1631176101.932,21.0,35.0
1631176102.088,45.0,31.0
1631176102.334,31.0,5.0
1631176102.399,26.0,34.0
1631176102.592,36.0,53.0
1631176102.809,27.0,43.0
1631176102.85,36.0,47.0
1631176102.928,16.0,21.0
1631176103.03,45.0,48.0
1631176103.157,49.0,35.0
1631176103.436,24.0,36.0
1631176103.444,48.0,41.0
1631176103.637,19.0,57.0
1631176103.657,18.0,20.0
1631176103.747,1.0,20.0
1631176104.001,20.0,5.0
1631176104.12,28.0,47.0
1631176104.263,9.0,10.0
1631176104.517,4.0,10.0
1631176104.648,23.0,20.0
1631176104.665,23.0,19.0
1631176104.689,5.0,0.0
1631176104.923,21.0,39.0
1631176105.078,17.0,32.0
1631176105.267,4.0,47.0
1631176105.521,33.0,12.0
1631176105.644,1.0,5.0
1631176105.677,46.0,42.0
1631176105.693,30.0,51.0
1631176105.73,13.0,37.0
1631176105.75,1.0,39.0
1631176105.824,43.0,49.0
1631176106.07,35.0,46.0
1631176106.09,44.0,50.0
1631176106.176,0.0,23.0
1631176106.353,30.0,8.0
1631176106.582,3.0,12.0
1631176106.615,48.0,33.0
1631176106.869,6.0,15.0
1631176107.102,45.0,13.0
1631176107.29,0.0,41.0
1631176107.495,46.0,46.0
1631176107.643,5.0,29.0
1631176107.725,12.0,39.0
1631176107.909,37.0,35.0
1631176108.097,18.0,5.0
1631176108.159,27.0,48.0
1631176108.282,41.0,31.0
1631176108.478,35.0,4.0
1631176108.769,13.0,47.0
1631176108.908,48.0,19.0
1631176109.191,22.0,11.0
1631176109.203,15.0,53.0
1631176109.212,13.0,58.0
1631176109.396,22.0,50.0
1631176109.568,20.0,17.0
1631176109.695,27.0,38.0
